img source,stars,price(euros),name,url,keyword,time
https://m.media-amazon.com/images/I/811j6ZkDWFL._AC_UL320_.jpg,4.7,10.99,"Emsa 512888 Frischhaltedose mit Abtropfgitter, Volumen 3.7 Liter, Maße 26.3 x 19.5 x 11 cm, Transparent/Blau, Clip & Close",https://www.amazon.de/Emsa-512888-Frischhaltedose-Abtropfgitter-Transparent/dp/B007BJ4ELY/ref=sr_1_14?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-14,Set up utilities,2021-03-22 23:04:03.553143
https://m.media-amazon.com/images/I/61w309Wo7ZL._AC_UL320_.jpg,3.8,21.99,"Westmark Kaffeebereiter French Press, 500 ml, Brasilia, BPA-frei, Rostfreier Edelstahl, 24702260",https://www.amazon.de/Westmark-Kaffeebereiter-Rostfreier-Edelstahl-24702260/dp/B07QGVXYXY/ref=sr_1_15?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-15,Set up utilities,2021-03-22 23:04:03.555142
https://m.media-amazon.com/images/I/71aZIYiL5pL._AC_UL320_.jpg,4.5,,"Ballistol Verteidigungssprays Pfeffer KO Jet, 50 ml, 24430",https://www.amazon.de/Ballistol-Verteidigungssprays-Pfeffer-Jet-24430/dp/B001O0DQTM/ref=sr_1_16?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-16,Set up utilities,2021-03-22 23:04:03.556142
https://m.media-amazon.com/images/I/715TS9q5WbL._AC_UL320_.jpg,4.8,,"30 Liter Hobbock mit Deckel, weiß, stapelbar, mit Lebensmittelfreigabe",https://www.amazon.de/Liter-Hobbock-Deckel-stapelbar-Lebensmittelfreigabe/dp/B01ENF0VBA/ref=sr_1_17?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-17,Set up utilities,2021-03-22 23:04:03.558140
https://m.media-amazon.com/images/I/81rT82MVfvL._AC_UL320_.jpg,4.3,8.99,"VIBIRIT Klettband Selbstklebend Extra Stark Doppelseitig Klebendes, Klettverschluss Schwarz Haken&Flausch Set DIY Klettband zum nähen, Mit Einer Schere",https://www.amazon.de/VIBIRIT-Klettband-Selbstklebend-Doppelseitig-Klettverschluss/dp/B07RFRBD5W/ref=sr_1_18?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-18,Set up utilities,2021-03-22 23:04:03.561123
https://m.media-amazon.com/images/I/618xIPpm-ZL._AC_UL320_.jpg,4.6,31.79,"Bosch TAS1007 Tassimo Happy Kapselmaschine (über 70 Getränke, vollautomatisch, geeignet für alle Tassen, einfache Zubereitung, 1.400 Watt) creme/grau",https://www.amazon.de/Bosch-TAS1007-Kapselmaschine-vollautomatisch-platzsparend/dp/B07GQ9YN2G/ref=sr_1_19?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-19,Set up utilities,2021-03-22 23:04:03.564119
https://m.media-amazon.com/images/I/61uN8GFoFRL._AC_UL320_.jpg,,,"GRUSS & CO 46999 Anti-Stress, Porzellan, 40 cl, Geschenk-Anhänger Tasse",https://www.amazon.de/GRUSS-CO-46999-Anti-Stress-Geschenk-Anh%C3%A4nger/dp/B08V5MZPM8/ref=sr_1_20?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-20,Set up utilities,2021-03-22 23:04:03.565118
https://m.media-amazon.com/images/I/81J-83eY48L._AC_UL320_.jpg,4.6,20.52,"Emsa 512576 Isolierkanne, Edelstahl, 1 Liter, Quick Tip Verschluss, 100% dicht, Himbeer, Soft Grip",https://www.amazon.de/Emsa-Isolierkanne-Edelstahl-Verschluss-Himbeer/dp/B005XTZZVC/ref=sr_1_21?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-21,Set up utilities,2021-03-22 23:04:03.569116
https://m.media-amazon.com/images/I/71LmucRWGML._AC_UL320_.jpg,4.5,76.9,"WD My Passport for Mac externe Festplatte 2 TB (mobiler Speicher, USB-C-fähig, WD Discovery Software, Passwortschutz, Mac kompatibel, einfach einzusetzen) mitternachtsblau",https://www.amazon.de/Festplatte-USB-C-f%C3%A4hig-Passwortschutz-einzusetzen-mitternachtsblau/dp/B07VSPL8FJ/ref=sr_1_22?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-22,Set up utilities,2021-03-22 23:04:03.571114
https://m.media-amazon.com/images/I/71akva3DezL._AC_UL320_.jpg,4.4,7.59,4 Wege Multifunktionale Utilities Schlüsselfür Elektrische Wasser Gas Meter Box Schrank Öffnen Schlüssel (Silber),https://www.amazon.de/Multifunktionale-Utilities-Schl%C3%BCsself%C3%BCr-Elektrische-Schl%C3%BCssel/dp/B073CLWPZ4/ref=sr_1_23?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-23,Set up utilities,2021-03-22 23:04:03.573113
https://m.media-amazon.com/images/I/51JHV-lt4eL._AC_UL320_.jpg,,4.69,"3pcs Make-up-schwamm-set Mikrofaser Samt Schwamm-kosmetisches Werkzeug Latexfreie Makeup Blender Für Fundamente, Puder Und Cremes (blau) Practical & Utilities",https://www.amazon.de/Make-up-schwamm-set-Mikrofaser-Schwamm-kosmetisches-Latexfreie-Fundamente/dp/B08W3DNKNV/ref=sr_1_24?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-24,Set up utilities,2021-03-22 23:04:03.574112
https://m.media-amazon.com/images/I/712Ul8fLtGL._AC_UL320_.jpg,4.7,,Becherovka / Tschechischer Kräuterlikör mit 20 unterschiedlichen Kräutern / Absacker mit einer leckeren bittersüßen Note / 1 x 1 L,https://www.amazon.de/Becherovka-Tschechischer-Kr%C3%A4uterlik%C3%B6r-unterschiedlichen-bitters%C3%BC%C3%9Fen/dp/B00A264ZMG/ref=sr_1_25?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-25,Set up utilities,2021-03-22 23:04:03.575112
https://m.media-amazon.com/images/I/51K-GeT45LL._AC_UL320_.jpg,,9.79,Drehen Sie Schraube Kit Zyklus Vergasereinstellung Small Engine Tune Up-einstellwerkzeug-silber-schwarz-10pcs Practical & Utilities,https://www.amazon.de/Schraube-Vergasereinstellung-Up-einstellwerkzeug-silber-schwarz-10pcs-Practical-Utilities/dp/B08W3DYZ7T/ref=sr_1_26?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-26,Set up utilities,2021-03-22 23:04:03.577111
https://m.media-amazon.com/images/I/811Xk7GxdSL._AC_UL320_.jpg,5.0,12.9,"Relaxdays Einhängekorb, Aufbewahrung für Schranktür & Heizung, Küche & Bad, Metall, Drahtkorb, HBT 22,5x38x20 cm, weiß, 1 Stück",https://www.amazon.de/Relaxdays-Einh%C3%A4ngekorb-Aufbewahrung-Schrankt%C3%BCr-Drahtkorb/dp/B08DKTMB83/ref=sr_1_27?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-27,Set up utilities,2021-03-22 23:04:03.581109
https://m.media-amazon.com/images/I/61lUqxZyl6L._AC_UL320_.jpg,4.4,21.84,"Funtainer Thermoskanne, Edelstahl, Strohhalmflasche, 355 ml, Edelstahl, Blumenmuster, 355 ml",https://www.amazon.de/Thermos-Floral-Funtainer-Trinkflasche-Pink/dp/B007V2G252/ref=sr_1_28?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-28,Set up utilities,2021-03-22 23:04:03.586106
https://m.media-amazon.com/images/I/71V0D0kziDL._AC_UL320_.jpg,4.6,14.99,Coideal 100 Stück Edelstahl Schwerlast-Duschvorhänge Clip Haken Party Lichterbügel Drahthalter Foto Schlafzimmer Badezimmer Dekoration Kunst Handwerk Display (Silber),https://www.amazon.de/Coideal-DuschVorhang-SchlafZimmer-WohnDekoration-KunstHandwerk-Display/dp/B0776WX87T/ref=sr_1_29?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-29,Set up utilities,2021-03-22 23:04:03.590105
https://m.media-amazon.com/images/I/61+0t3poWRL._AC_UL320_.jpg,4.7,31.99,"Brabantia Wandabfallbehälter newIcon mit Kunststoffeinsatz, 3 Liter, Edelstahl, White, 18.4 x 18.3 cm",https://www.amazon.de/Brabantia-115523-Wandabfallbeh%C3%A4lter-Kunststoffeinsatz-Edelstahl/dp/B071DJ8TG5/ref=sr_1_30?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-30,Set up utilities,2021-03-22 23:04:03.593121
https://m.media-amazon.com/images/I/61-Jw9TfmAL._AC_UL320_.jpg,,5.59,Make-up Pinsel Kosmetik Pinsel Set Foundation Blending Blush Eyeliner Gesichtspuder Synthetic Weiß 12st Practical & Utilities,https://www.amazon.de/Foundation-Gesichtspuder-Synthetic-Practical-Utilities/dp/B08W3CGP4Y/ref=sr_1_31?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-31,Set up utilities,2021-03-22 23:04:03.594120
https://m.media-amazon.com/images/I/51mVjJ-b0RL._AC_UL320_.jpg,,7.99,10pcs Make-up-pinsel-set Weich Oval Zahnbürste Shaped Foundation Contour Pinsel Powder Blush Conceler Eyeliner Blending Bürsten-kosmetische Bürsten-werkzeug-set Praktisches & Utilities,https://www.amazon.de/Make-up-pinsel-set-Zahnb%C3%BCrste-B%C3%BCrsten-kosmetische-B%C3%BCrsten-werkzeug-set-Praktisches/dp/B08W3C3ZM6/ref=sr_1_32?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-32,Set up utilities,2021-03-22 23:04:03.598102
https://m.media-amazon.com/images/I/618ZRHmqDnL._AC_UL320_.jpg,4.4,15.21,Grafik-Werkstatt Premium Becher mit Deckel |Kaffeebecher to go | 400 ml | Lebe wild & gefährlich,https://www.amazon.de/Grafik-Werkstatt-Premium-Kaffeebecher-gef%C3%A4hrlich/dp/B07YXDNP4X/ref=sr_1_33?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-33,Set up utilities,2021-03-22 23:04:03.603098
https://m.media-amazon.com/images/I/51Aa4Y4ctCL._AC_UL320_.jpg,4.5,36.85,Curver STYLE Katzentoilette V46,https://www.amazon.de/Curver-Katzentoilette-Plastik-Wei%C3%9F-53/dp/B009UHWQOW/ref=sr_1_34?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-34,Set up utilities,2021-03-22 23:04:03.609111
https://m.media-amazon.com/images/I/61WHiB4DpaL._AC_UL320_.jpg,4.1,,"Westmark Mehl- und Puderzuckersieb, Mit Griff, Rostfreier Edelstahl, Silber, 32152270",https://www.amazon.de/Westmark-Puderzuckersieb-Puderzucker-Rostfreier-32152270/dp/B00XV16LB2/ref=sr_1_35?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-35,Set up utilities,2021-03-22 23:04:03.610110
https://m.media-amazon.com/images/I/61-MeiO30lL._AC_UL320_.jpg,4.5,9.95,"Wedo 75025001 Hosentaschen Depot, Aufbewahrungsablage ca. 23 x 15 x 3, 5 cm, Pflegeleichtes Kunstleder, Schwarz",https://www.amazon.de/75025001-Hosentaschen-Aufbewahrungsablage-Pflegeleichtes-Kunstleder/dp/B07KCTG4ZK/ref=sr_1_36?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-36,Set up utilities,2021-03-22 23:04:03.616096
https://m.media-amazon.com/images/I/61ihlTULs8L._AC_UL320_.jpg,4.5,27.12,"Stanley Wasserwaage Klassik (80 cm Länge, magnetisch, schlagfeste Blocklibelle, große Seitenlibelle) STHT1-43112",https://www.amazon.de/Stanley-Wasserwaage-Blocklibelle-Seitenlibelle-STHT1-43112/dp/B00BO89A58/ref=sr_1_37?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-37,Set up utilities,2021-03-22 23:04:03.618088
https://m.media-amazon.com/images/I/31PcarRZ-+L._AC_UL320_.jpg,4.1,9.99,"Brüder Mannesmann Werkzeug Schnellkupplungs-Set, 6-tlg., M15506",https://www.amazon.de/Br%C3%BCder-Mannesmann-Werkzeug-Schnellkupplungs-Set-M15506/dp/B0051AUIUQ/ref=sr_1_38?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-38,Set up utilities,2021-03-22 23:04:03.623088
https://m.media-amazon.com/images/I/81aPmWYfdYL._AC_UL320_.jpg,4.8,59.99,"GEDORE red Steckschlüsselsatz, 24-teilig, Mit Umschaltknarre, Ratsche, Steckschlüssel und Bitsatz, 1/2""",https://www.amazon.de/Gedore-3300056-GEDORE-Steckschl%C3%BCssel-Satz-24-teilig/dp/B07CNGC23R/ref=sr_1_39?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-39,Set up utilities,2021-03-22 23:04:03.631084
https://m.media-amazon.com/images/I/51MjeIJEHfL._AC_UL320_.jpg,4.6,9.0,"Rotho Babydesign TOP Kindertopf, Mit standfestem Fuß, Ab 18 Monate, TOP, Perlweiß Creme, 200030100",https://www.amazon.de/Rotho-Babydesign-Kindertopf-standfestem-200030100/dp/B000YESY4G/ref=sr_1_40?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-40,Set up utilities,2021-03-22 23:04:03.635082
https://m.media-amazon.com/images/I/71pFMFQCYYL._AC_UL320_.jpg,4.2,63.59,BGS 9479 | Fassroller | Standardgröße | für 200 - l - Fässer,https://www.amazon.de/BGS-9479-Fassroller-Standardgr%C3%B6%C3%9Fe-200-Liter-F%C3%A4sser/dp/B07B96PGSH/ref=sr_1_41?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-41,Set up utilities,2021-03-22 23:04:03.638077
https://m.media-amazon.com/images/I/71eAVTzXaOL._AC_UL320_.jpg,4.4,9.88,"Vegena Klettband Selbstklebend Extra Stark, Klettband Selbstklebend 10M, Klettverschluss Selbstklebend Doppelseitiges Klettband Selbstklebendes Flauschband Hakenband Fliegengitter, 20mm Breit Schwarz",https://www.amazon.de/Vegena-Selbstklebend-Klettverschluss-Doppelseitiges-Selbstklebendes/dp/B07DQCKF7X/ref=sr_1_42?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-42,Set up utilities,2021-03-22 23:04:03.640076
https://m.media-amazon.com/images/I/71S0Z+JViaL._AC_UL320_.jpg,4.5,15.95,chuckle Premium Babynahrung Behälter - BPA-Frei & FDA-Zugelassen,https://www.amazon.de/Beh%C3%A4lter-Aufbewahrung-Babynahrung-einfrieren-BPA-frei/dp/B01M0DQXUA/ref=sr_1_43?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-43,Set up utilities,2021-03-22 23:04:03.644092
https://m.media-amazon.com/images/I/31yejiduvfL._AC_UL320_.jpg,4.4,9.95,"Westmark Milch-/Vorratseimer mit Henkel und Deckel, Füllvermögen: 3 L, Kunststoff, Maxi, Weiß, 23792270",https://www.amazon.de/Westmark-Milch-Vorratseimer-Henkel-F%C3%BCllverm%C3%B6gen/dp/B000JIG4SU/ref=sr_1_44?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-44,Set up utilities,2021-03-22 23:04:03.649083
https://m.media-amazon.com/images/I/51qSIe-6EAL._AC_UL320_.jpg,4.0,75.22,"HAZET Umschaltknarre (1/2 Zoll Vierkant, 32 Zähne, lange Ausführung: 389 mm) 916L",https://www.amazon.de/HAZET-Umschaltknarre-Vierkant-Z%C3%A4hne-Ausf%C3%BChrung/dp/B0068NPVFC/ref=sr_1_45?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-45,Set up utilities,2021-03-22 23:04:03.652069
https://m.media-amazon.com/images/I/31D2peFM1ML._AC_UL320_.jpg,4.3,,"Energie Bär® Benny liegend | Stofftier mit energetischer / harmonisierender Wirkung zum kuscheln | Plüschtier für Erwachsene, Allergiker, Kinder & Babys ab 3 Monaten (30cm, Weiss)",https://www.amazon.de/Benny-energetischer-harmonisierender-Pl%C3%BCschtier-Erwachsene/dp/B00DUDMMBO/ref=sr_1_46?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-46,Set up utilities,2021-03-22 23:04:03.655069
https://m.media-amazon.com/images/I/51RK1nAl0dL._AC_UL320_.jpg,4.8,200.41,"hansgrohe Focus Küchenarmatur (Wasserhahn Küche mit Geräteabstellventil, 110°, 150°, 360° schwenkbar, hoher Auslauf 260mm) Chrom",https://www.amazon.de/hansgrohe-K%C3%BCchenarmatur-Ger%C3%A4teabstellventil-schwenkbar-Auslauf/dp/B00FAIQ0T2/ref=sr_1_47?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-47,Set up utilities,2021-03-22 23:04:03.661077
https://m.media-amazon.com/images/I/81xJH-KEJVL._AC_UL320_.jpg,4.6,54.13,"McKain Frischhaltedosen, luftdicht, 7-teilig, BPA-frei, Kunststoff, Vorratsbehälter-Set mit 24 Etiketten und Löffel-Set",https://www.amazon.de/McKain-Frischhaltedosen-Kunststoff-Vorratsbeh%C3%A4lter-Set-L%C3%B6ffel-Set/dp/B08B62JJV6/ref=sr_1_48?dchild=1&keywords=Set+up+utilities&qid=1616443442&sr=8-48,Set up utilities,2021-03-22 23:04:03.667072
https://m.media-amazon.com/images/I/710aH-kVc1L._AC_UL320_.jpg,3.4,14.99,Hinrichs Müllsackständer 120L - Höhenverstellbarer Müllbeutelhalter mit Deckel und Klemmring - Ständer Gelber Sack - Gratis 2 Schwarze Müllsäcke 120L,https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0932910XRJPI22UT7YJ&url=%2FProfessionalTree-M%25C3%25BCllsackst%25C3%25A4nder-120L-H%25C3%25B6henverstellbarer-M%25C3%25BCllbeutelhalter%2Fdp%2FB07VVPSL1R%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DTrash%2Bbags%26qid%3D1616443444%26sr%3D8-1-spons%26psc%3D1%26smid%3DA1CR18OVP0B2&qualifier=1616443444&id=3442257032603213&widgetName=sp_atf,Trash bags,2021-03-22 23:04:05.456566
https://m.media-amazon.com/images/I/71pWl0LgDSL._AC_UL320_.jpg,4.7,13.99,Hinrichs Müllsäcke 120L - Extrem Reißfest - 26er Rolle - Abfallsäcke XXL - 70 μ - 700x1100 mm - LDPE - perfekte Müllentsorgung für Haushalt Garten - Blauer Engel zertifiziert (Blau),https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0184681140GFDNW93JHD&url=%2FProfessionalTree-120-M%25C3%25BClls%25C3%25A4cke-Abfall-S%25C3%25A4cke-M%25C3%25BCllentsorgung%2Fdp%2FB06XJVX7QP%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DTrash%2Bbags%26qid%3D1616443444%26sr%3D8-2-spons%26psc%3D1%26smid%3DA1CR18OVP0B2&qualifier=1616443444&id=3442257032603213&widgetName=sp_atf,Trash bags,2021-03-22 23:04:05.459564
https://m.media-amazon.com/images/I/61NlUYmXRWL._AC_UL320_.jpg,2.0,10.99,"LUCY WEI 4 Pcs Organizer Trash Bags Halter,Hanging Faltbar Garbage Bag, Trash Lagerung Tasche für Home Office Küche(Gelb, Schwarz, Grau)",https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A08685094NDL0IQHSK5N&url=%2FLUCY-WEI-Organizer-Hanging-Lagerung%2Fdp%2FB08FXL9284%2Fref%3Dsr_1_3_sspa%3Fdchild%3D1%26keywords%3DTrash%2Bbags%26qid%3D1616443444%26sr%3D8-3-spons%26psc%3D1&qualifier=1616443444&id=3442257032603213&widgetName=sp_atf,Trash bags,2021-03-22 23:04:05.462563
https://m.media-amazon.com/images/I/71FZX5XW7mL._AC_UL320_.jpg,4.5,14.99,Hinrichs Müllsäcke 120L - Extrem Reißfest - 25er Rolle - Abfallsäcke XXL - 70 μ - 700x1100 mm - LDPE - perfekte Müllentsorgung für Haushalt Garten - Blauer Engel zertifiziert (Schwarz),https://www.amazon.de/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0140322MILZYC3Z6I51&url=%2F120-M%25C3%25BClls%25C3%25A4cke-Abfalls%25C3%25A4cke-Abfallbeutel-M%25C3%25BCllentsorgung%2Fdp%2FB079BWGJ9C%2Fref%3Dsr_1_4_sspa%3Fdchild%3D1%26keywords%3DTrash%2Bbags%26qid%3D1616443444%26sr%3D8-4-spons%26psc%3D1%26smid%3DA1CR18OVP0B2&qualifier=1616443444&id=3442257032603213&widgetName=sp_atf,Trash bags,2021-03-22 23:04:05.466541
https://m.media-amazon.com/images/I/81FVRwHPi0L._AC_UL320_.jpg,4.7,11.96,"Swirl Fixierband-Müllbeutel, 60 Liter, 4 Rollen mit je 10 Beuteln, Anthrazit",https://www.amazon.de/Swirl-Fixierband-M%C3%BCllbeutel-Rollen-Beuteln-Anthrazit/dp/B014PI4NNW/ref=sr_1_5?dchild=1&keywords=Trash+bags&qid=1616443444&sr=8-5,Trash bags,2021-03-22 23:04:05.469540
https://m.media-amazon.com/images/I/81os4qnAkCL._AC_UL320_.jpg,4.7,17.91,"Swirl Zugband-Müllbeutel, 20 Liter, 9 Rollen mit je 20 Beuteln, Weiß",https://www.amazon.de/Swirl-Zugband-M%C3%BCllbeutel-Liter-Rollen-Beuteln/dp/B00KOKP4EI/ref=sr_1_6?dchild=1&keywords=Trash+bags&qid=1616443444&sr=8-6,Trash bags,2021-03-22 23:04:05.472538
https://m.media-amazon.com/images/I/81dVBbBsmoL._AC_UL320_.jpg,4.6,8.97,"Swirl Profi Schwerlast-Abfallsäcke mit Zugband, 60 Liter, Reißfest, 3 Rollen mit je 12 Säcken",https://www.amazon.de/Swirl-Schwerlast-Abfalls%C3%A4cke-Zugband-Rei%C3%9Ffest-Rollen/dp/B0744N53NN/ref=sr_1_7?dchild=1&keywords=Trash+bags&qid=1616443444&sr=8-7,Trash bags,2021-03-22 23:04:05.474537
